,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK
2025-12-28,77.24,79.28,76.31,76.55,76.55,142481,43.16,44.64,42.14,43.21,43.21,13646,36.64,37.36,35.71,37.04,37.04,139139,160.61,161.68,159.27,160.65,160.65,20037,27.01,28.15,26.39,26.81,26.81,50515,84.62,85.45,84.45,84.91,84.91,100213
2025-12-29,76.23,80.76,76.17,80.06,80.06,106056,43.01,45.64,42.4,44.78,44.78,104616,37.24,37.38,36.45,37.32,37.32,64620,159.86,162.6,158.87,161.46,161.46,22929,27.0,28.03,25.98,27.36,27.36,15969,85.94,89.23,85.35,87.27,87.27,152211
2025-12-30,81.01,81.42,79.13,79.84,79.84,51241,44.64,46.12,44.29,45.23,45.23,20048,37.51,38.43,35.94,36.4,36.4,64000,161.8,162.05,160.88,160.98,160.98,197080,27.44,27.98,27.12,27.37,27.37,63413,87.92,88.49,83.67,85.57,85.57,47513
2025-12-31,80.29,81.52,78.38,81.37,81.37,89712,45.34,46.99,44.97,46.25,46.25,40855,36.82,38.1,36.73,38.1,38.1,143757,159.8,163.57,158.85,161.82,161.82,136697,27.35,27.63,26.41,26.94,26.94,44993,86.38,88.81,82.23,85.14,85.14,192315
2026-01-01,81.52,83.02,80.95,81.34,81.34,39208,46.48,46.68,46.27,46.44,46.44,84664,38.03,38.57,37.83,38.49,38.49,80544,160.14,160.78,157.18,159.45,159.45,116360,27.2,28.55,24.6,26.48,26.48,17160,85.46,88.58,83.85,87.98,87.98,198051
2026-01-02,81.31,84.32,80.92,82.15,82.15,112511,46.32,50.17,44.38,45.85,45.85,84376,38.49,39.3,37.38,38.54,38.54,84550,159.15,165.5,157.52,160.55,160.55,131860,26.64,27.43,26.64,27.34,27.34,156522,87.72,88.71,82.45,88.6,88.6,154321
2026-01-03,81.76,85.75,81.38,82.55,82.55,132423,45.79,49.42,45.48,45.62,45.62,31675,38.67,39.82,36.9,36.96,36.96,144673,159.99,163.18,157.77,159.27,159.27,183225,27.37,28.49,27.14,27.21,27.21,65628,88.53,88.54,84.19,85.36,85.36,123603
2026-01-04,82.18,85.72,81.39,81.57,81.57,50631,45.37,49.53,45.11,49.13,49.13,16833,36.66,40.46,35.93,36.66,36.66,61494,158.58,160.86,158.32,160.64,160.64,159175,26.96,27.86,26.85,27.11,27.11,72588,85.66,87.24,81.7,85.12,85.12,35718
2026-01-05,81.65,87.41,79.72,86.25,86.25,139750,49.23,49.83,46.98,48.28,48.28,63502,36.84,39.86,36.61,39.28,39.28,39129,161.07,167.85,158.99,159.39,159.39,21938,27.18,27.39,26.68,27.23,27.23,21133,84.68,86.13,81.38,84.43,84.43,180276
2026-01-06,86.52,90.2,85.46,87.82,87.82,81458,48.02,49.98,47.24,47.73,47.73,167138,39.55,40.62,39.47,40.29,40.29,76582,157.91,171.45,149.56,164.89,164.89,95793,27.16,27.41,25.82,26.65,26.65,106111,84.48,85.54,84.05,84.93,84.93,33696
2026-01-07,88.0,89.52,85.37,89.4,89.4,73276,47.98,50.22,47.48,49.12,49.12,140033,40.27,41.29,38.39,40.04,40.04,153036,164.12,168.71,162.86,167.29,167.29,137662,26.67,27.35,26.38,27.26,27.26,30756,84.57,84.94,83.02,84.52,84.52,187111
2026-01-08,89.13,90.12,86.67,89.14,89.14,49019,48.7,50.31,48.43,49.72,49.72,34429,40.05,40.41,38.21,40.32,40.32,35352,166.76,170.0,163.77,168.92,168.92,63255,26.96,27.76,26.26,27.39,27.39,85297,84.47,85.5,84.27,85.12,85.12,54715
2026-01-09,89.12,92.75,85.29,87.57,87.57,93041,50.0,51.09,47.1,47.13,47.13,127856,40.28,40.54,38.85,40.41,40.41,48079,168.54,170.62,168.11,168.72,168.72,71656,27.44,27.65,26.49,27.15,27.15,182993,85.3,86.14,85.15,85.2,85.2,69897
2026-01-10,87.35,94.02,86.16,86.8,86.8,147203,46.99,48.05,46.98,47.13,47.13,126544,40.34,40.79,38.33,40.05,40.05,94678,168.29,179.5,166.85,172.1,172.1,136430,27.01,27.04,26.75,26.93,26.93,49724,85.92,88.54,84.34,86.85,86.85,43353
2026-01-11,86.4,91.03,86.01,88.36,88.36,145186,47.39,47.47,46.82,47.41,47.41,96398,40.68,41.34,39.07,39.22,39.22,113678,172.58,180.07,169.78,179.95,179.95,168988,26.83,27.45,25.15,27.4,27.4,58866,87.07,87.97,86.83,87.35,87.35,141504
2026-01-12,88.47,90.1,87.87,89.8,89.8,72079,47.36,48.72,46.0,47.98,47.98,171539,39.26,39.93,39.22,39.59,39.59,106350,180.2,181.78,176.87,177.75,177.75,163643,27.42,27.96,24.96,25.54,25.54,35876,86.92,87.77,85.01,86.86,86.86,37063
2026-01-13,88.92,91.4,86.87,89.03,89.03,31062,48.06,48.7,46.51,46.6,46.6,77215,39.64,41.67,37.6,40.91,40.91,28747,178.35,181.53,173.04,179.22,179.22,180551,25.37,25.73,24.72,25.35,25.35,149679,87.31,88.55,84.08,84.74,84.74,164921
2026-01-14,88.73,89.5,88.6,89.46,89.46,136148,46.76,47.96,46.38,47.6,47.6,147915,40.81,40.9,40.41,40.68,40.68,193002,179.21,182.92,168.2,171.15,171.15,146988,25.38,25.61,24.48,24.98,24.98,18040,84.44,86.46,82.59,84.51,84.51,148090
2026-01-15,89.08,91.52,83.5,88.02,88.02,28248,47.91,51.24,46.92,49.37,49.37,188413,40.67,41.74,38.25,38.87,38.87,99493,170.47,182.36,165.84,175.22,175.22,171790,24.92,25.04,24.31,24.65,24.65,39138,84.09,84.2,83.45,83.53,83.53,112495
2026-01-16,88.3,88.68,87.22,88.02,88.02,132974,49.47,49.92,48.61,49.26,49.26,159025,38.67,39.77,38.41,39.62,39.62,27052,175.68,175.71,175.23,175.45,175.45,27073,24.74,25.22,24.44,24.71,24.71,59893,83.31,84.44,82.78,83.21,83.21,70233
2026-01-17,87.76,93.16,85.38,92.18,92.18,155662,49.65,51.09,44.66,49.8,49.8,95860,39.8,40.38,38.5,40.11,40.11,109681,176.06,195.85,164.82,169.53,169.53,173924,24.87,25.59,24.7,25.1,25.1,54996,83.29,87.86,79.07,82.05,82.05,192754
2026-01-18,92.61,93.34,89.41,92.38,92.38,68040,49.38,49.79,46.82,46.92,46.92,59098,39.77,41.92,39.64,40.13,40.13,68992,168.47,183.6,164.83,171.97,171.97,127086,25.05,25.59,24.98,25.55,25.55,79207,81.53,84.88,81.34,81.99,81.99,186378
2026-01-19,92.22,92.29,90.81,91.63,91.63,56503,47.0,48.21,43.91,48.13,48.13,125060,40.05,41.06,39.94,40.33,40.33,107340,170.91,181.74,166.96,167.56,167.56,33586,25.62,26.39,24.21,24.57,24.57,77239,82.11,85.35,81.0,82.67,82.67,164009
2026-01-20,92.63,96.91,88.55,94.44,94.44,53603,47.69,48.16,44.43,47.22,47.22,167452,40.53,43.18,39.12,39.37,39.37,86577,168.5,180.35,167.69,175.57,175.57,95449,24.43,24.97,24.13,24.87,24.87,54481,82.68,88.07,82.37,85.18,85.18,133561
2026-01-21,94.81,95.89,88.33,89.55,89.55,144404,47.44,48.67,43.53,46.48,46.48,198232,39.7,40.91,38.78,39.5,39.5,109253,176.44,181.29,175.65,178.09,178.09,17590,24.85,25.26,24.06,24.96,24.96,148777,85.72,90.31,84.49,88.81,88.81,190618
2026-01-22,88.78,94.69,88.02,89.42,89.42,177328,46.21,46.52,45.56,45.79,45.79,53103,39.57,39.84,38.8,38.86,38.86,111463,177.94,181.08,177.42,179.34,179.34,191388,24.9,25.42,24.51,25.0,25.0,46785,89.6,90.28,87.8,88.07,88.07,160599
2026-01-23,89.53,92.33,88.67,89.81,89.81,59779,46.05,46.48,44.58,44.63,44.63,82457,38.62,39.2,37.48,38.81,38.81,40572,180.74,183.79,175.29,179.48,179.48,26133,25.17,26.31,24.38,26.27,26.27,196684,87.71,90.07,86.28,87.32,87.32,96017
2026-01-24,89.42,91.91,88.44,90.6,90.6,76901,44.71,45.09,44.5,44.63,44.63,126442,38.84,40.94,35.77,38.44,38.44,132780,179.4,179.48,177.06,179.08,179.08,101547,26.55,26.88,24.73,25.64,25.64,94985,87.58,91.86,86.9,90.91,90.91,58194
2026-01-25,89.91,91.04,89.83,90.19,90.19,91089,44.64,45.95,43.93,45.46,45.46,44470,38.21,38.93,37.17,38.63,38.63,98049,180.31,188.68,171.59,178.81,178.81,147311,25.5,26.32,23.12,24.88,24.88,118750,90.31,94.31,88.64,93.24,93.24,27396
2026-01-26,90.68,91.4,88.3,88.46,88.46,183700,45.1,45.97,44.1,44.31,44.31,100979,38.74,39.27,36.74,37.85,37.85,187707,179.79,182.46,179.37,181.14,181.14,39371,24.87,25.01,23.8,23.83,23.83,179602,93.03,94.66,88.6,92.76,92.76,67711
2026-01-27,88.62,91.86,83.02,91.47,91.47,199668,44.64,45.28,44.52,44.82,44.82,75953,37.77,37.92,36.4,37.42,37.42,36856,180.48,182.69,177.56,177.63,177.63,196854,23.75,24.28,23.65,23.72,23.72,118974,93.01,93.39,87.51,92.61,92.61,79981
2026-01-28,90.62,91.91,85.68,86.11,86.11,27817,44.78,44.82,44.49,44.54,44.54,45953,37.32,37.49,34.14,34.75,34.75,122130,179.14,182.56,177.14,177.66,177.66,41816,23.74,25.21,22.71,24.8,24.8,108355,92.53,94.13,88.64,92.13,92.13,25066
2026-01-29,86.48,91.91,85.38,91.69,91.69,199225,44.62,46.22,41.79,41.87,41.87,165207,35.05,35.73,34.45,34.6,34.6,157629,179.11,189.4,178.34,182.85,182.85,94272,24.61,25.24,24.49,24.8,24.8,115792,92.5,93.06,90.39,91.27,91.27,15635
2026-01-30,91.11,91.14,90.95,91.01,91.01,148063,42.15,42.85,41.99,42.72,42.72,97625,34.67,36.23,34.33,35.77,35.77,40621,184.54,197.29,176.33,189.48,189.48,100287,24.88,25.66,24.7,25.23,25.23,149096,91.38,98.03,82.92,88.47,88.47,35027
2026-01-31,91.01,91.33,89.04,91.04,91.04,89847,43.03,44.12,40.58,42.94,42.94,46652,35.8,36.67,35.06,36.6,36.6,154576,188.22,192.44,184.85,192.15,192.15,80861,25.08,25.24,25.06,25.18,25.18,10809,88.22,88.43,84.05,87.36,87.36,165841
2026-02-01,91.34,94.76,87.99,93.56,93.56,15252,42.81,42.99,42.11,42.8,42.8,141861,36.33,36.62,35.21,36.39,36.39,54996,190.91,193.69,181.82,187.4,187.4,152802,25.3,26.27,25.11,25.18,25.18,82013,87.61,87.72,83.29,83.58,83.58,123099
2026-02-02,93.49,96.06,84.78,89.07,89.07,88644,42.96,43.28,41.52,41.52,41.52,143797,36.46,39.57,32.5,36.3,36.3,26834,188.95,189.01,186.67,187.51,187.51,172674,25.38,26.06,24.98,25.91,25.91,163273,83.62,89.48,79.76,82.87,82.87,91985
2026-02-03,88.76,90.6,88.57,90.33,90.33,67053,41.49,42.91,40.9,41.09,41.09,102414,36.31,37.26,33.78,34.03,34.03,105430,187.35,189.24,183.29,188.96,188.96,65976,26.0,26.94,25.58,26.38,26.38,162035,82.82,87.24,80.64,83.99,83.99,78899
2026-02-04,90.81,91.67,87.69,89.64,89.64,83207,41.04,42.65,40.17,40.81,40.81,150651,34.12,35.09,34.08,34.79,34.79,115058,190.73,191.85,183.61,189.09,189.09,123592,26.09,26.43,25.5,25.6,25.6,192219,83.87,85.59,81.39,82.1,82.1,56924
2026-02-05,89.91,90.57,89.54,90.54,90.54,36926,40.53,43.04,39.0,42.75,42.75,46856,34.77,36.32,34.11,35.49,35.49,95233,187.08,187.42,177.34,183.48,183.48,42991,25.73,27.2,24.41,26.91,26.91,84199,82.79,87.85,82.6,86.08,86.08,30891
2026-02-06,90.67,91.05,89.08,89.34,89.34,123598,42.76,42.87,42.09,42.32,42.32,43171,35.71,36.21,33.98,34.8,34.8,48915,184.29,186.8,178.09,179.11,179.11,78683,27.04,27.71,25.33,26.52,26.52,135767,86.2,88.83,85.29,85.87,85.87,81407
2026-02-07,90.1,91.99,88.24,89.61,89.61,93677,42.18,43.69,41.68,43.03,43.03,124321,34.8,35.34,34.45,35.16,35.16,110597,178.74,180.2,178.27,178.51,178.51,189288,26.63,26.69,26.4,26.68,26.68,35087,86.06,93.81,84.22,88.27,88.27,174018
2026-02-08,89.53,91.1,88.63,89.2,89.2,161080,43.18,44.37,42.81,44.11,44.11,147773,35.44,36.5,33.39,36.09,36.09,35707,178.24,190.66,174.92,188.71,188.71,136429,26.69,26.83,25.84,26.76,26.76,54322,89.03,91.58,87.7,91.3,91.3,64440
2026-02-09,88.95,90.37,88.4,88.49,88.49,76964,44.12,46.58,42.74,45.75,45.75,122750,36.2,36.44,33.24,33.84,33.84,143390,188.4,193.12,183.52,187.0,187.0,123680,26.73,26.87,26.05,26.18,26.18,122342,90.71,91.03,90.17,90.35,90.35,135895
2026-02-10,88.51,96.02,87.07,89.81,89.81,96571,46.28,47.21,45.44,46.95,46.95,138703,33.83,33.99,32.91,33.83,33.83,108518,186.38,195.34,185.96,193.61,193.61,147039,26.27,27.59,24.56,26.89,26.89,147707,90.42,91.0,88.06,88.45,88.45,73302
2026-02-11,90.04,94.67,86.15,89.65,89.65,29789,47.11,47.61,46.19,47.39,47.39,13317,33.72,33.78,33.48,33.54,33.54,97453,195.29,196.89,195.07,196.8,196.8,44396,26.92,27.14,24.44,25.74,25.74,38676,87.76,89.13,87.16,87.31,87.31,103711
2026-02-12,89.32,94.28,87.31,89.73,89.73,167617,47.84,49.08,44.18,45.82,45.82,140607,33.55,34.27,33.23,33.5,33.5,142473,194.26,201.62,191.95,200.23,200.23,120842,25.84,26.23,23.12,25.4,25.4,127750,87.09,90.59,86.24,87.11,87.11,77013
2026-02-13,89.69,97.09,88.27,97.03,97.03,37684,45.84,46.35,44.85,45.48,45.48,183411,33.59,35.54,33.25,34.59,34.59,57642,200.07,205.73,196.04,199.77,199.77,89878,25.44,25.82,24.54,25.1,25.1,181596,86.91,89.51,86.22,87.9,87.9,146250
2026-02-14,96.88,97.99,92.93,94.27,94.27,196874,45.67,46.05,45.13,45.53,45.53,45735,34.6,35.16,34.45,35.08,35.08,192427,199.35,212.06,198.67,202.24,202.24,79427,25.01,26.28,23.19,23.23,23.23,58506,87.72,94.72,83.58,93.49,93.49,145797
2026-02-15,94.65,97.92,88.5,95.88,95.88,196144,45.08,48.14,43.24,45.1,45.1,115698,35.31,36.51,34.89,35.24,35.24,168582,201.32,209.9,200.64,202.63,202.63,41548,23.15,24.58,22.86,24.29,24.29,95003,93.53,94.08,90.1,91.91,91.91,145978
2026-02-16,96.91,97.49,93.71,97.08,97.08,101728,44.9,47.33,43.65,44.41,44.41,90495,35.2,35.76,34.99,35.2,35.2,113791,204.54,209.26,203.53,207.11,207.11,153422,24.4,24.64,24.03,24.53,24.53,78887,92.71,93.65,89.04,92.68,92.68,102037
2026-02-17,96.43,96.66,93.15,94.35,94.35,174537,44.31,45.11,43.82,43.94,43.94,63069,35.11,36.65,34.37,36.32,36.32,162007,206.91,210.4,205.58,210.24,210.24,177571,24.46,24.9,24.37,24.61,24.61,71858,92.55,94.97,88.83,90.49,90.49,191762
2026-02-18,94.46,95.77,93.52,94.44,94.44,155232,43.65,45.92,43.43,44.27,44.27,129092,36.63,37.07,36.29,36.41,36.41,42763,209.13,212.07,202.0,206.25,206.25,181358,24.7,26.07,24.43,24.83,24.83,89474,90.94,94.06,89.56,92.18,92.18,77824
2026-02-19,94.69,97.15,93.7,95.44,95.44,21552,44.13,46.51,43.77,46.47,46.47,45355,36.2,37.11,35.21,36.13,36.13,178262,207.65,210.31,202.15,203.62,203.62,84316,24.89,25.47,24.86,24.92,24.92,183707,93.25,94.55,89.5,93.74,93.74,146176
2026-02-20,95.84,98.96,89.84,95.61,95.61,49720,46.39,46.82,45.84,46.4,46.4,167859,35.74,37.25,34.97,36.93,36.93,139927,204.69,212.78,194.93,205.97,205.97,63429,24.82,25.21,24.25,24.88,24.88,52823,93.64,95.28,92.04,93.24,93.24,112741
2026-02-21,95.66,101.23,90.34,90.68,90.68,34018,46.15,48.57,45.66,47.65,47.65,152737,36.81,37.19,35.29,35.52,35.52,44513,204.45,206.88,195.56,204.87,204.87,185137,24.95,25.67,23.28,25.03,25.03,152160,93.11,95.33,89.82,93.71,93.71,159138
2026-02-22,91.57,99.85,91.07,94.03,94.03,22934,47.44,49.45,47.1,47.15,47.15,134936,35.68,37.52,35.26,35.76,35.76,14178,205.08,208.18,184.25,192.71,192.71,183406,24.99,25.43,23.51,24.12,24.12,174636,92.82,94.47,87.86,92.86,92.86,176858
2026-02-23,94.76,97.73,92.97,95.5,95.5,113710,46.99,52.6,45.44,50.33,50.33,118777,35.66,37.28,35.2,35.44,35.44,33166,195.39,197.51,179.29,185.04,185.04,162419,24.15,24.97,23.76,24.72,24.72,95150,92.67,95.61,92.45,94.47,94.47,66423
2026-02-24,95.01,95.74,93.05,93.39,93.39,81731,50.61,53.45,49.8,51.82,51.82,69960,35.46,36.46,34.44,34.91,34.91,90244,184.14,184.96,178.18,180.58,180.58,94459,24.65,25.41,24.05,24.74,24.74,76901,94.97,99.47,88.42,92.22,92.22,16360
2026-02-25,93.16,94.17,93.07,93.75,93.75,94129,52.24,52.43,51.78,51.94,51.94,145896,34.72,39.11,32.54,39.01,39.01,152238,180.29,181.44,180.1,180.71,180.71,115411,24.68,25.95,23.65,23.78,23.78,121599,92.34,96.32,91.67,96.08,96.08,124752
2026-02-26,94.23,97.11,88.88,93.65,93.65,149397,51.9,53.02,50.09,52.29,52.29,184479,38.79,39.77,35.36,39.52,39.52,143619,181.22,186.74,173.5,186.12,186.12,149905,23.69,25.86,23.39,23.73,23.73,174561,95.73,102.49,93.06,102.01,102.01,117549
2026-02-27,93.34,94.54,92.54,92.71,92.71,25122,52.09,53.17,49.57,52.18,52.18,79720,39.3,39.84,34.85,36.87,36.87,120834,186.77,190.34,177.14,183.64,183.64,67523,23.52,25.43,23.24,23.39,23.39,152712,102.11,103.94,97.93,100.41,100.41,108841
2026-02-28,93.07,94.24,90.38,92.92,92.92,181030,52.3,53.08,49.76,52.12,52.12,130690,36.79,37.58,34.8,37.36,37.36,162315,185.07,186.21,180.13,180.73,180.73,97421,23.4,25.19,23.29,23.86,23.86,121432,99.76,101.09,99.69,99.99,99.99,168019
2026-03-01,92.06,95.47,88.74,90.52,90.52,128999,52.21,53.33,50.7,51.33,51.33,119534,37.55,39.41,33.62,34.57,34.57,110119,181.28,188.25,177.52,179.35,179.35,62873,23.73,24.25,23.71,23.89,23.89,164033,99.81,104.2,98.05,100.63,100.63,52038
2026-03-02,90.85,97.72,84.85,88.03,88.03,81905,51.27,51.53,49.72,51.01,51.01,182436,34.61,35.36,34.28,34.68,34.68,107020,178.97,196.76,166.17,187.83,187.83,118229,23.86,25.55,22.89,23.73,23.73,54423,100.89,102.66,100.31,102.08,102.08,91934
2026-03-03,88.14,98.64,85.95,93.66,93.66,91486,50.74,53.57,49.51,50.17,50.17,97087,34.5,35.25,34.42,35.23,35.23,185283,188.4,190.03,180.98,183.56,183.56,66733,23.58,24.72,23.52,24.0,24.0,47793,102.1,105.44,99.27,101.89,101.89,26739
2026-03-04,93.97,98.0,91.34,92.86,92.86,68001,50.55,53.55,48.94,50.69,50.69,155026,35.46,35.81,34.18,34.23,34.23,19155,181.79,185.89,177.92,178.93,178.93,40085,24.06,25.59,22.94,23.98,23.98,66823,102.5,104.55,96.89,97.67,97.67,186791
2026-03-05,93.26,95.34,92.23,92.67,92.67,156062,50.57,52.98,49.3,51.58,51.58,83692,34.28,36.13,33.51,35.83,35.83,93147,178.68,183.05,171.01,181.88,181.88,20180,23.9,25.65,23.78,24.24,24.24,174144,97.21,99.95,96.7,97.99,97.99,176412
2026-03-06,92.72,98.95,89.17,91.08,91.08,191543,51.3,52.87,49.75,52.25,52.25,112174,35.8,37.69,33.66,36.77,36.77,73550,183.56,185.35,177.08,184.53,184.53,128104,24.24,25.16,24.17,24.72,24.72,40707,96.78,101.87,96.39,101.73,101.73,30844
2026-03-07,91.22,93.02,90.62,92.14,92.14,114326,52.51,52.59,50.9,52.0,52.0,43769,36.29,36.82,33.61,34.09,34.09,79177,184.78,193.18,164.43,189.19,189.19,74889,24.71,25.38,24.6,25.32,25.32,162265,101.97,102.1,101.24,101.47,101.47,167285
2026-03-08,92.3,92.31,91.55,91.72,91.72,150994,51.82,52.95,49.73,51.63,51.63,35119,33.99,35.46,33.43,34.66,34.66,111435,187.71,193.09,173.99,189.35,189.35,63774,25.25,25.35,23.19,25.2,25.2,13770,101.18,103.84,99.94,100.44,100.44,131371
2026-03-09,92.31,92.63,89.62,90.44,90.44,188798,51.56,51.9,49.94,50.82,50.82,98768,34.63,35.6,34.18,35.04,35.04,55980,188.78,192.1,168.29,190.92,190.92,113170,25.11,25.2,23.01,24.99,24.99,103497,100.56,105.5,99.54,101.59,101.59,166923
2026-03-10,90.83,92.34,89.77,91.45,91.45,19022,50.74,53.47,48.31,50.77,50.77,110544,35.2,36.82,34.9,35.92,35.92,157601,191.54,195.38,177.18,185.79,185.79,153197,24.9,25.14,23.34,23.91,23.91,77846,101.55,103.27,100.8,100.94,100.94,168459
2026-03-11,91.81,93.23,89.58,92.28,92.28,111086,50.7,51.74,48.63,50.77,50.77,130316,36.04,36.79,35.56,36.03,36.03,74890,185.14,185.91,182.28,184.78,184.78,17871,23.79,24.25,22.5,24.12,24.12,107176,101.51,105.17,98.35,101.11,101.11,86848
2026-03-12,92.38,94.56,86.73,89.32,89.32,44333,50.69,51.93,46.73,51.85,51.85,75238,35.7,36.76,35.19,36.63,36.63,120421,184.19,185.05,176.84,180.25,180.25,11412,24.23,24.5,22.58,23.68,23.68,110011,100.99,103.43,96.91,101.96,101.96,84016
2026-03-13,89.15,93.0,87.79,91.88,91.88,164417,52.11,52.61,48.86,50.14,50.14,140779,36.66,38.39,36.06,36.15,36.15,97478,180.58,183.91,173.9,181.87,181.87,127195,23.62,24.03,22.02,22.61,22.61,158758,102.05,107.75,100.33,105.02,105.02,52460
2026-03-14,91.44,94.84,90.59,94.56,94.56,70630,50.02,50.78,47.85,49.7,49.7,53233,36.23,38.16,36.09,38.13,38.13,100219,180.54,183.22,172.19,182.76,182.76,123011,22.62,23.37,21.06,22.8,22.8,113753,105.47,106.01,102.34,103.68,103.68,51654
2026-03-15,94.83,97.22,92.36,94.2,94.2,50832,49.56,49.59,48.8,49.09,49.09,175027,37.9,38.47,37.55,38.24,38.24,103435,181.49,181.84,175.89,178.69,178.69,145538,22.68,23.05,21.81,21.96,21.96,29049,103.62,104.01,102.23,102.75,102.75,26309
2026-03-16,94.42,95.39,94.29,94.3,94.3,111033,48.75,48.77,48.52,48.6,48.6,47994,38.5,39.58,37.39,37.61,37.61,195465,178.76,186.68,163.81,174.62,174.62,49078,21.97,23.25,21.55,22.51,22.51,91113,101.84,106.37,99.96,105.05,105.05,10075
2026-03-17,93.79,98.36,90.24,97.4,97.4,150955,48.91,49.77,47.53,47.65,47.65,143626,37.63,40.05,36.98,39.62,39.62,73207,176.56,178.92,166.07,171.4,171.4,165061,22.38,23.15,22.37,22.71,22.71,122546,104.98,107.99,103.65,107.34,107.34,153041
2026-03-18,97.59,99.69,94.49,94.95,94.95,171114,47.89,49.89,47.61,47.64,47.64,59879,39.52,41.54,38.89,39.15,39.15,169223,170.68,171.54,159.73,162.43,162.43,19551,22.57,22.83,22.33,22.44,22.44,162526,107.2,107.58,105.61,106.73,106.73,66754
2026-03-19,94.81,97.57,91.25,91.92,91.92,64100,47.8,50.36,45.99,49.37,49.37,11938,38.91,40.18,37.93,38.24,38.24,119002,162.49,163.92,156.39,159.65,159.65,170612,22.5,22.58,22.24,22.3,22.3,175547,107.2,109.59,103.96,104.5,104.5,62653
2026-03-20,90.97,94.34,89.3,91.91,91.91,85446,49.56,49.65,47.85,49.26,49.26,40046,38.29,38.45,37.56,38.13,38.13,175904,159.96,163.9,152.92,154.54,154.54,32377,22.42,22.6,22.21,22.55,22.55,45166,105.39,106.55,104.82,104.91,104.91,140738
2026-03-21,92.57,98.28,89.27,91.8,91.8,142631,49.14,50.39,46.38,48.51,48.51,159565,38.01,38.04,37.25,37.98,37.98,102884,154.93,159.42,154.48,155.12,155.12,192062,22.39,23.06,22.24,23.01,23.01,144224,105.13,107.06,104.13,106.08,106.08,74458
